IncidentID,IncidentYear,IncidentDate,Date,Address,City,State,NeighborhoodCouncil,ZipCode,CallReceived,CallDispatched,FirstUnitTurnout,FirstUnitOnscene,IncidentClosed,FireType,PropertyUseSpecific,PropertyUseGeneral,Fire_AreaOfOrigin,Fire_HeatSource,Fire_FirstItemIgnited,Fire_SpecificCause,Fire_GeneralCause,EstimatedPropertyValue,EstimatedPropertyLoss,EstimatedContentLoss,EstimatedTotalFireLoss,Structure_FireFloorOfOrigin,Structure_FloorOfOriginDescription,Structure_BuildingStatus,Structure_BurnDamage,Structure_SmokeDamage,Structure_AlarmInvolved,Structure_AlarmType,Structure_AlarmEffectiveness,Structure_NumberOfStories,Structure_NumberOfBasementLevels,Structure_ConstructionType,Structure_TotalSqFootage,Structure_NumberOfOccupants,Structure_NumberOfBusinesses,Structure_TotalSQFootBurned,Structure_TotalSQFootSmokeDamage,Mobile_VehicleMake,Mobile_VehicleModel,Mobile_VehicleYear,Fire_OutsideAreaAffected,Latitude,Longitude
713821,2012,2012-07-14T12:00:00Z,2012-07-14,7811 S VERDE ST,Tacoma,WA,South Tacoma,98409,17:21:18,17:22:22,17:23:30,17:27:13,18:09:08,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1500,47.187094,-122.4975
829596,2014,2014-03-07T12:00:00Z,2014-03-07,2727 E D ST,Tacoma,WA,New Tacoma,98421,21:22:53,21:24:14,21:25:20,21:52:30,22:12:38,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Undetermined,"General Materials (ie;Wire,Transformer)",Failure of/in Electrical System,Mechanical Failure or Malfunction,30000,10000,0,10000,,,,,,,,,,,,,,,,,Mercedes Benz,S500,1995,Not Applicable,47.236765,-122.428607
628336,2011,2011-04-23T12:00:00Z,2011-04-23,919 FAWCETT AV,Tacoma,WA,New Tacoma,98402,17:05:38,17:06:38,17:07:58,17:10:23,17:19:35,Other Outside Fire,Not Available,Not Available,Not Available,"Hot Ember,  Ash, or BBQ Briquet",Not Available,Adult (18-64),Negligence(lack of proper caution or attention),0,0,100,100,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.254783,-122.443361
620655,2011,2011-03-13T12:00:00Z,2011-03-13,5010 S K ST,Tacoma,WA,South End,98408,15:39:14,15:40:36,15:42:15,15:44:31,16:07:11,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Cooking Stove,"General Materials (ie;Wire,Transformer)",Equipment Failure (Electrical),Mechanical Failure or Malfunction,165000,300,0,300,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,1,Underground Structure Work Areas,1800,2,0,2,0,,,,Not Applicable,47.211601,-122.4485
714086,2012,2012-07-16T12:00:00Z,2012-07-16,1015 A ST,Tacoma,WA,New Tacoma,98402,8:41:08,8:42:09,8:43:28,8:49:25,9:00:49,Structure Fire,Office,Business,Office,Undetermined,Cloths/Fabric/Bedding Material/Rugs,Equipment Failure (Mechanical),Mechanical Failure or Malfunction,5000000,0,0,0,9,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,10,1,Non-Combustible (Type II),40000,200,5,0,0,,,,Not Applicable,47.254378,-122.43734
795703,2013,2013-09-14T12:00:00Z,2013-09-14,S 69TH ST/S MADISON ST,Tacoma,WA,South Tacoma,98409,14:25:22,14:26:19,14:27:11,14:31:05,14:38:06,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 20,47.19471,-122.4903
681703,2012,2012-01-26T12:00:00Z,2012-01-26,S 76TH ST/S G ST,Tacoma,WA,South End,98408,16:33:43,16:33:50,16:34:15,16:36:17,16:39:27,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.18827,-122.4406
840109,2014,2014-04-30T12:00:00Z,2014-04-30,N 46TH ST/N SHIRLEY ST,Tacoma,WA,West End,98407,5:20:17,5:20:43,5:21:46,,5:50:42,Mobile Property Fire,Passenger Vehicle,Mobile Property,Exterior of Vehicle,Incendiary Device,Flammable/Combustible Liquid,Adult (18-64),Incendiary (Set Fire & Illegal Burn),5000,5000,100,5100,,,,,,,,,,,,,,,,,Honda,Civic,1993,Not Applicable,47.29075,-122.5104
714861,2012,2012-07-20T12:00:00Z,2012-07-20,7420 S LAWRENCE ST,Tacoma,WA,South Tacoma,98409,2:48:15,2:49:21,2:51:16,2:56:46,2:59:16,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 5,47.189989,-122.4797
684708,2012,2012-02-11T12:00:00Z,2012-02-11,1440 PORT OF TACOMA RD E,Fife,WA,,98424,0:29:15,0:30:15,0:32:37,0:36:54,1:39:43,Structure Fire,Wood Working,Factory,"Service, Equipment Areas","Heat, Spark from Friction",Magazine/Paper/Books,Equipment Failure (Mechanical),Mechanical Failure or Malfunction,1380000,1380,0,1380,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,2,0,Heavy Timber (Type IV),20000,1,1,20,1000,,,,Not Applicable,47.24427,-122.38562
720465,2012,2012-08-17T12:00:00Z,2012-08-17,3409 S 48TH ST,Tacoma,WA,South Tacoma,98409,22:57:18,22:58:12,22:59:41,23:04:37,23:44:38,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 10,47.213773,-122.480817
741932,2012,2012-12-10T12:00:00Z,2012-12-10,2402 N WASHINGTON ST,Tacoma,WA,North End,98406,10:26:34,10:27:31,10:27:51,10:33:58,10:56:01,Structure Fire,One or Two Family,Residential,Basement,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Equipment Failure (Mechanical),Mechanical Failure or Malfunction,167400,200,0,200,0,Basement,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,2,1,Wood Frame (Type V),1800,1,0,0,0,,,,Not Applicable,47.269228,-122.4856
749600,2013,2013-01-18T12:00:00Z,2013-01-18,2706 N JUNETT ST,Tacoma,WA,North End,98407,20:22:53,20:23:49,20:25:20,20:29:33,21:04:07,Structure Fire,One or Two Family,Residential,Chimney or Smoke Stack,Wood Stove or Fireplace,"Organic Materials (ie;Grass,Trees,Animals)","Failure to Clean (grease, lint, etc)",Operational Deficiency,232500,93,0,93,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,Yes,,,2,1,Wood Frame (Type V),2500,2,0,1,200,,,,Not Applicable,47.272409,-122.4747
719037,2012,2012-08-10T12:00:00Z,2012-08-10,5202 E E ST,Tacoma,WA,East Side,98404,21:15:12,21:16:04,21:16:31,21:18:56,21:40:52,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 154,47.209933,-122.425487
788755,2013,2013-08-11T12:00:00Z,2013-08-11,1519 S WOODLAWN ST,Tacoma,WA,West End,98465,21:10:22,21:12:14,21:13:26,21:17:38,21:27:05,Other Outside Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Adult (18-64),Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 4,47.246748,-122.51439
613888,2011,2011-02-05T12:00:00Z,2011-02-05,815 PACIFIC AV,Tacoma,WA,New Tacoma,98402,5:45:13,5:45:17,5:46:53,5:49:04,6:17:58,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Persons Unknown,Negligence(lack of proper caution or attention),1545000,10,0,10,5,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,No,Monitored System,System Operated and was Effective,7,1,Ordinary (Type III),15000,140,1,0,200,,,,Not Applicable,47.25631,-122.439292
793761,2013,2013-09-05T12:00:00Z,2013-09-05,315 MARTIN LUTHER KING WY,Tacoma,WA,New Tacoma,98405,16:08:56,16:09:59,16:10:42,16:14:35,16:27:29,Structure Fire,Hospital,Institution,Office,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Failure of/in Electrical System,Mechanical Failure or Malfunction,80500000,161,500,661,3,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,No,Monitored System,System Operated and was Effective,8,0,Fire Restrictive (Type I),500000,5000,5,1,1,,,,Not Applicable,47.260067,-122.453554
666022,2011,2011-11-04T12:00:00Z,2011-11-04,6759 24TH ST NE,Tacoma,WA,North East,98422,16:28:00,16:28:43,16:29:23,16:36:00,16:42:56,Mobile Property Fire,Passenger Vehicle,Mobile Property,Exterior of Vehicle,"Spark, Ember or Flame from  Equipment",Flammable/Combustible Liquid,Adult (18-64),Negligence(lack of proper caution or attention),12000,500,0,500,,,,,,,,,,,,,,,,,Chrysler,,1954,Not Applicable,47.27665,-122.3562
754572,2013,2013-02-14T12:00:00Z,2013-02-14,29 ST HELENS AV,Tacoma,WA,New Tacoma,98402,5:12:03,5:12:44,5:14:15,5:16:40,5:24:50,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.26382,-122.446833
778845,2013,2013-06-24T12:00:00Z,2013-06-24,5112 S 10TH ST,Tacoma,WA,Central,98465,3:08:02,3:08:49,3:10:57,3:15:01,3:18:56,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.252227,-122.505308
648453,2011,2011-08-04T12:00:00Z,2011-08-04,S 66TH ST/SOUTH TACOMA WAY,Tacoma,WA,South Tacoma,98409,0:59:05,0:59:59,1:03:27,,1:11:08,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 80,47.19744,-122.4837
607625,2011,2011-01-03T12:00:00Z,2011-01-03,6501 S 19TH ST,Tacoma,WA,West End,98466,8:06:57,8:08:21,8:08:40,8:12:45,8:36:40,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Other Heat Sources,Undetermined,Unknown,Miscellaneous,1000,1000,0,1000,,,,,,,,,,,,,,,,,Buick,Cutlass,1994,Not Applicable,47.242739,-122.523806
678564,2012,2012-01-15T12:00:00Z,2012-01-15,7631 S WINNETKA ST,Tacoma,WA,South End,98408,2:56:18,2:57:25,2:59:00,3:01:14,3:04:22,Other Outside Fire,Not Available,Not Available,Not Available,Match,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.187305,-122.4388
764373,2013,2013-04-08T12:00:00Z,2013-04-08,418 DEL MONTE AV,Fircrest,WA,,98466,20:56:36,20:57:42,20:58:29,21:06:02,21:34:58,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Senior Adult (65+),Negligence(lack of proper caution or attention),139500,10,5,15,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to FLOOR of origin,No,Unit Detectors Only (Residential Occupancy),Occupants failed to respond,1,0,Wood Frame (Type V),1500,1,0,1,100,,,,Not Applicable,47.236797,-122.5118
641129,2011,2011-06-28T12:00:00Z,2011-06-28,S 66TH ST/S PUGET SOUND AV,Tacoma,WA,South Tacoma,98409,16:38:35,16:39:39,16:41:26,16:43:56,16:56:24,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.19744,-122.4824
716212,2012,2012-07-27T12:00:00Z,2012-07-27,104 N SALMON BEACH,Tacoma,WA,West End,98407,14:50:13,14:51:36,14:52:03,15:00:20,17:15:28,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Lighter,Not Available,"Open Fire (Camp fire, Debri burn)","""Heat Source"" misused or misplaced",0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 10,47.298495,-122.530123
755251,2013,2013-02-17T12:00:00Z,2013-02-17,3851 E SPOKANE ST,Tacoma,WA,East Side,98404,18:47:29,18:49:25,18:49:58,18:50:45,19:07:44,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.221964,-122.419652
698198,2012,2012-04-22T12:00:00Z,2012-04-22,2606 70TH AV E,Fife,WA,,98424,18:41:44,18:43:40,18:44:30,18:47:42,21:17:45,Structure Fire,Parts/Equipment,Storage,Storage Areas,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Unknown,Miscellaneous,2308500,28500,15000,43500,1,Normal Floor,Occupied and Operating,Confined to ROOM of origin,Confined to BUILDING of origin,No,Monitored System,System Operated and was Effective,2,0,Ordinary (Type III),40500,0,1,500,1000,,,,Not Applicable,47.233401,-122.3364
820494,2014,2014-01-21T12:00:00Z,2014-01-21,6224 16TH ST E,Fife,WA,,98424,9:01:10,9:01:40,9:01:46,9:01:46,20:52:38,Structure Fire,One or Two Family,Residential,Living Room or Rec Room,Incendiary Device,"Organic Materials (ie;Grass,Trees,Animals)",Adult (18-64),Incendiary (Set Fire & Illegal Burn),123600,123600,123600,247200,1,Normal Floor,Demolished/Being Demolished,Confined to BUILDING of origin,Confined to BUILDING of origin,Yes,,,2,0,Ordinary (Type III),1200,0,0,1200,1200,,,,Not Applicable,47.24257,-122.346636
777945,2013,2013-06-19T12:00:00Z,2013-06-19,1 N STADIUM WY,Tacoma,WA,New Tacoma,98403,15:55:59,15:57:06,15:58:06,16:02:00,16:05:45,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 4,47.26493,-122.4463
726436,2012,2012-09-18T12:00:00Z,2012-09-18,4502 S STEELE ST,Tacoma,WA,South Tacoma,98409,5:24:10,5:24:50,5:26:49,5:29:24,5:36:26,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 3,47.217852,-122.4676
784619,2013,2013-07-22T12:00:00Z,2013-07-22,3202 S MASON AV,Tacoma,WA,South Tacoma,98409,5:41:01,5:42:02,5:44:11,5:48:05,6:02:43,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,6,6,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.231335,-122.495118
775824,2013,2013-06-07T12:00:00Z,2013-06-07,S 70TH ST/S J ST,Tacoma,WA,South End,98408,23:46:28,23:47:31,23:49:13,23:51:32,23:54:54,Other Outside Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 10,47.19374,-122.4472
642492,2011,2011-07-04T12:00:00Z,2011-07-04,1427 E 40TH ST,Tacoma,WA,East Side,98404,23:38:22,23:38:59,23:39:10,23:41:21,23:49:07,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Fireworks or Flare,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 4,47.220876,-122.409133
720436,2012,2012-08-17T12:00:00Z,2012-08-17,4827 S READE ST,Tacoma,WA,South Tacoma,98409,20:00:47,20:01:27,20:03:45,20:11:49,20:15:13,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.193723,-122.50066
642842,2011,2011-07-06T12:00:00Z,2011-07-06,S 55TH ST/S WILKESON ST,Tacoma,WA,South End,98408,12:05:36,12:06:29,12:08:03,12:10:57,12:25:40,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 40,47.20746,-122.4598
720606,2012,2012-08-18T12:00:00Z,2012-08-18,1534 N JACKSON AV,Tacoma,WA,West End,98406,19:26:36,19:27:51,19:29:38,19:31:51,19:55:09,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.263998,-122.5372
624580,2011,2011-04-02T12:00:00Z,2011-04-02,1700 N SCHUSTER PKWY,Tacoma,WA,North End,98402,21:21:45,21:25:54,21:26:36,21:31:36,22:05:08,Other Outside Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 5,47.27494,-122.461233
756147,2013,2013-02-23T12:00:00Z,2013-02-23,3840 6TH AV,Tacoma,WA,Central,98406,0:16:53,0:17:47,0:19:06,0:21:05,0:39:52,Dumpster Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 10,47.25528,-122.487564
798756,2013,2013-09-29T12:00:00Z,2013-09-29,3815 N PEARL ST,Tacoma,WA,West End,98407,13:19:49,13:22:03,13:23:24,13:28:39,13:36:44,Mobile Property Fire,Passenger Vehicle,Mobile Property,Passenger Compartment of Vehicle,Undetermined,"General Materials (ie;Wire,Transformer)",Failure of/in Electrical System,Mechanical Failure or Malfunction,10000,0,0,0,,,,,,,,,,,,,,,,,Bmw,525,2004,Not Applicable,47.283523,-122.5158
649982,2011,2011-08-11T12:00:00Z,2011-08-11,1111 S HIGHLAND AV,Tacoma,WA,West End,98465,21:16:44,21:17:48,21:19:23,21:24:26,21:41:31,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.250966,-122.5131
774546,2013,2013-06-01T12:00:00Z,2013-06-01,426 BUENA VISTA AV,Fircrest,WA,,98466,17:15:12,17:15:59,17:17:04,17:19:21,21:21:19,Structure Fire,One or Two Family,Residential,Bedroom for Less than 5 people,Lighter,"Structural Component (Wall,Floor,Rug,Ceiling,Studs)",Improper Storage/Placement of Combustibles,"""First Item Ignited"" misused or misplaced",200000,75000,10000,85000,2,Normal Floor,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,No,Unit Detectors Only (Residential Occupancy),"Alerted Occupants, Occupants Responded",2,0,Wood Frame (Type V),1950,3,0,600,1200,,,,Not Applicable,47.237911,-122.5151
704141,2012,2012-05-24T12:00:00Z,2012-05-24,NB I5 AT 56TH,,WA,South End,98408,14:28:18,14:30:48,14:31:32,14:35:00,14:52:39,Mobile Property Fire,Passenger Vehicle,Mobile Property,Passenger Compartment of Vehicle,Undetermined,Undetermined,Equipment Failure (Electrical),Mechanical Failure or Malfunction,2000,1500,0,1500,,,,,,,,,,,,,,,,,Chrysler,Sebring,1995,Not Applicable,47.206882,-122.461563
642366,2011,2011-07-04T12:00:00Z,2011-07-04,1250 PACIFIC AV,Tacoma,WA,New Tacoma,98402,20:59:53,20:59:57,21:00:46,21:03:27,22:08:28,Structure Fire,Office,Business,Exit or Means of Egress,Undetermined,Magazine/Paper/Books,Persons Unknown,Incendiary (Set Fire & Illegal Burn),8640000,0,0,0,8,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,No,Monitored System,System Operated and was Effective,8,0,Fire Restrictive (Type I),64000,0,10,2,0,,,,Not Applicable,47.251829,-122.438299
730533,2012,2012-10-08T12:00:00Z,2012-10-08,1314 MARKET ST,Tacoma,WA,New Tacoma,98402,19:39:12,19:39:56,19:40:30,19:43:37,20:06:27,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Senior Adult (65+),Negligence(lack of proper caution or attention),12705000,0,0,0,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,7,0,Fire Restrictive (Type I),105000,125,1,0,1,,,,Not Applicable,47.249968,-122.440837
700072,2012,2012-05-03T12:00:00Z,2012-05-03,9201 PACIFIC AV,Tacoma,WA,South End,98444,4:19:30,4:20:33,4:21:19,4:26:33,9:19:53,Structure Fire,"Convention Center (300-1,000)",Assembly (more than 50 people),Exit or Means of Egress,Handheld Open Flame (specific unknown),Flammable/Combustible Liquid,Persons Unknown,Incendiary (Set Fire & Illegal Burn),7665680,24800,5500,30300,1,Normal Floor,"Idle, not routinely used (Building not empty)",Confined to ROOM of origin,Confined to ROOM of origin,No,Monitored System,System Operated and was Effective,1,0,Ordinary (Type III),61820,2,2,200,700,,,,Not Applicable,47.1737,-122.4341
644832,2011,2011-07-16T12:00:00Z,2011-07-16,814 6TH AV,Tacoma,WA,New Tacoma,98405,16:42:30,16:43:59,16:44:50,16:47:07,16:56:09,Dumpster Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,5,5,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.257556,-122.448976
798134,2013,2013-09-26T12:00:00Z,2013-09-26,6950 S MADISON ST,Tacoma,WA,South Tacoma,98409,13:19:00,13:20:18,13:21:21,13:32:12,13:36:14,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.193931,-122.4903
711986,2012,2012-07-05T12:00:00Z,2012-07-05,234 NORTH LN,Tacoma,WA,East Side,98404,16:14:12,16:15:55,16:16:23,16:21:52,18:35:54,Structure Fire,One or Two Family,Residential,Garage/Carport or Vehicle Storage,Electrical Arcing,"Structural Component (Wall,Floor,Rug,Ceiling,Studs)",Adult (18-64),Negligence(lack of proper caution or attention),41200,1030,500,1530,1,Normal Floor,"Idle, not routinely used (Building not empty)",Confined to BUILDING of origin,Confined to BUILDING of origin,Yes,,,1,0,Ordinary (Type III),400,0,0,10,25,,,,Not Applicable,47.209469,-122.427985
808766,2013,2013-11-20T12:00:00Z,2013-11-20,3117 57TH AV NE,Tacoma,WA,North East,98422,22:34:08,22:34:39,22:35:59,22:40:52,22:52:53,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.284748,-122.371303
652168,2011,2011-08-23T12:00:00Z,2011-08-23,1313 BROADWAY,Tacoma,WA,New Tacoma,98402,12:05:35,12:06:34,12:08:17,12:09:34,12:22:33,Dumpster Fire,Not Available,Not Available,Not Available,"Hot Ember,  Ash, or BBQ Briquet",Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.250613,-122.439485
817262,2014,2014-01-04T12:00:00Z,2014-01-04,WB 16 AT SPRAGUE,,WA,South Tacoma,98409,6:55:12,6:56:05,6:57:26,7:02:03,8:03:04,Mobile Property Fire,Passenger Vehicle,Mobile Property,Passenger Compartment of Vehicle,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Failure of/in Electrical System,Mechanical Failure or Malfunction,10000,10000,2000,12000,,,,,,,,,,,,,,,,,Chevrolet,Tahoe,2008,Not Applicable,47.234737,-122.46547
642443,2011,2011-07-04T12:00:00Z,2011-07-04,1400 N HIGHLANDS PKWY,Tacoma,WA,West End,98406,22:39:37,22:40:51,22:41:01,22:43:31,23:03:24,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Fireworks or Flare,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,100,100,,,,,,,,,,,,,,,,,,,,Square Feet - 40,47.264619,-122.523677
767521,2013,2013-04-26T12:00:00Z,2013-04-26,602 FAWCETT AV,Tacoma,WA,New Tacoma,98402,7:49:10,7:49:55,7:52:56,7:56:51,8:45:10,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Undetermined,"General Materials (ie;Wire,Transformer)",Vehicle Engine Failure / Malfunction,Mechanical Failure or Malfunction,4000,4000,0,4000,,,,,,,,,,,,,,,,,Chevrolet,Impala,2000,Not Applicable,47.257865,-122.444389
611221,2011,2011-01-22T12:00:00Z,2011-01-22,4820 A ST,Tacoma,WA,East Side,98408,4:05:41,4:06:19,4:08:19,4:11:51,9:40:33,Structure Fire,One or Two Family,Residential,Garage/Carport or Vehicle Storage,Handheld Open Flame (specific unknown),Storage Supplies,Persons Unknown,Incendiary (Set Fire & Illegal Burn),165600,31250,10000,41250,1,Basement,Occupied and Operating,Confined to BUILDING of origin,Confined to BUILDING of origin,No,Unit Detectors Only (Residential Occupancy),There were no Occupants,2,1,Wood Frame (Type V),2394,0,0,250,2394,,,,Not Applicable,47.213227,-122.43134
717336,2012,2012-08-02T12:00:00Z,2012-08-02,S 48TH ST/S OAKES ST,Tacoma,WA,South Tacoma,98409,13:26:23,13:27:16,13:28:06,13:31:32,13:36:34,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 5,47.21374,-122.4725
774812,2013,2013-06-03T12:00:00Z,2013-06-03,422 TACOMA AV S,Tacoma,WA,New Tacoma,98402,0:12:48,0:13:07,0:14:22,0:16:20,0:35:55,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Adult (18-64),Negligence(lack of proper caution or attention),2060000,0,0,0,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,Yes,,,4,1,Ordinary (Type III),20000,60,0,0,0,,,,Not Applicable,47.25998,-122.4461
838844,2014,2014-04-23T12:00:00Z,2014-04-23,E F ST/E J ST,Tacoma,WA,New Tacoma,98421,22:18:31,22:19:21,22:20:14,22:26:48,23:45:40,Mobile Property Fire,"Motor Home, or like vehicle",Mobile Property,Passenger Compartment of Vehicle,Undetermined,"Atomized liquid, Vaporized liquid, Aerosol",Equipment Failure (Mechanical),Mechanical Failure or Malfunction,150000,15000,500,15500,,,,,,,,,,,,,,,,,Other Make,Winnebago,1992,Not Applicable,47.24925,-122.4226
